         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         P0A9J4,      25.08,  0.3096689,      11.88,  0.2807287,       3.63,  0.2005245,       3.30,  0.1872542,       0.00,  0.2207314,       6.60,  0.1888010,       1.98,  0.1978640,  0.0871287, -0.1930858,   303
         O34661,      14.77,  0.1898816,       8.39,  0.2769802,       0.00,  0.1092853,       2.01,  0.1256387,       0.00,  0.1183458,       5.70,  0.1753331,       0.00,  0.1476965,  0.2051049, -0.2196820,   298
         Q26997,      16.96,  0.2181896,      20.87,  0.3064322,       0.00,  0.1708480,       5.65,  0.1659165,       0.00,  0.1261247,      10.87,  0.2257875,       5.65,  0.1737418,  0.1790035, -0.1617597,   230
         P9WHQ9,      35.15,  0.3383498,      17.33,  0.3336871,       0.00,  0.1858147,       6.44,  0.1782446,       1.49,  0.1738639,      15.84,  0.2644283,       7.92,  0.2147624,  0.0601486, -0.2191251,   202
         P51900,      12.02,  0.2121282,      16.39,  0.2778950,       9.29,  0.1747146,       6.01,  0.1273246,       0.55,  0.1147803,      15.30,  0.2297922,       4.92,  0.1603200,  0.1820267, -0.1766171,   183
         P20035,       5.63,  0.1120043,      10.39,  0.2634152,       5.19,  0.1899121,       6.93,  0.1266970,       1.30,  0.0883437,      11.26,  0.1745799,       4.76,  0.1275067,  0.2766084, -0.2136838,   231
         P00492,      13.76,  0.2228506,      12.39,  0.2877461,       0.00,  0.1448945,       5.50,  0.1522473,       0.00,  0.1383037,      10.09,  0.2021583,       4.13,  0.1672178,  0.1716142, -0.2118039,   218
         Q9X013,      21.57,  0.2778985,      12.24,  0.2987579,       7.58,  0.1946277,       8.16,  0.1700708,       5.83,  0.2021242,       7.00,  0.1903432,       4.66,  0.1898658,  0.1210778, -0.2172346,   343
         O31611,      35.07,  0.3674757,      25.59,  0.3931585,      18.01,  0.2956895,      12.80,  0.2144303,       6.64,  0.2079663,      17.06,  0.2774171,      19.43,  0.2926896,  0.0333256, -0.0961281,   211
         Q9WZC2,       8.78,  0.1822798,      11.15,  0.2843062,       0.00,  0.1586961,       3.04,  0.1479443,       0.34,  0.1289996,       7.77,  0.1808333,       2.70,  0.1540606,  0.2139183, -0.1410935,   296
         Q31QK9,      25.52,  0.3044320,      10.14,  0.2644410,       0.00,  0.1700843,       5.94,  0.1801164,       1.05,  0.1722558,       9.44,  0.1898374,       3.15,  0.1851805,  0.0953230, -0.1540601,   286
         P70998,      10.14,  0.1942846,      14.49,  0.3242111,      12.32,  0.2381344,       2.90,  0.2033924,       0.72,  0.1965601,       9.06,  0.1960695,       0.36,  0.1857530,  0.2016483, -0.1514416,   276
         P19623,      17.22,  0.2393776,      15.23,  0.3227372,       3.31,  0.2473803,       6.95,  0.2074888,       5.30,  0.1954414,       7.95,  0.1908206,       5.30,  0.1926443,  0.1555439, -0.1710380,   302
         P09158,      12.15,  0.1772316,       9.03,  0.2690612,       0.00,  0.1169119,       4.51,  0.1544358,       0.00,  0.1447801,       7.29,  0.1789414,       3.82,  0.1540750,  0.2193190, -0.1585634,   288
         O48661,      21.47,  0.2732102,      21.76,  0.3647002,      15.59,  0.2797232,      13.53,  0.2280662,      11.76,  0.2287101,      16.76,  0.2375502,      13.53,  0.2686600,  0.1245662, -0.1695972,   340
         Q8NJU8,      23.76,  0.2973807,      20.32,  0.3473496,       8.80,  0.2336068,       2.33,  0.1973228,       3.03,  0.2313837,       4.95,  0.2117110,       5.26,  0.2531258,  0.1017790, -0.1700932,   989
         Q2FXM8,      30.12,  0.3296725,      13.35,  0.3301137,       0.00,  0.1938215,       3.42,  0.2025438,       0.00,  0.2282854,       7.76,  0.2224067,       1.24,  0.2188372,  0.0698420, -0.1949331,   322
         Q01813,      23.72,  0.3088432,      11.73,  0.3076975,       2.68,  0.2001099,       2.93,  0.1910072,       1.15,  0.2217612,       6.63,  0.1990839,       1.66,  0.2047321,  0.0895819, -0.2167149,   784
         P80019,      19.12,  0.2722839,      13.48,  0.3236306,       0.00,  0.1864711,       3.76,  0.2048341,       1.88,  0.2271069,       8.46,  0.2090513,       0.94,  0.2061511,  0.1291908, -0.2095561,   319
         P17858,      23.72,  0.2807606,      12.56,  0.3082226,       2.18,  0.1812415,       1.54,  0.1860995,       1.41,  0.2069218,       4.62,  0.1973768,       0.51,  0.1965637,  0.1183067, -0.2379243,   780
         P0A796,      25.62,  0.3091493,       9.69,  0.2858150,       0.00,  0.1447829,       3.44,  0.1618403,       0.94,  0.1630084,       8.44,  0.1931974,       0.00,  0.1855017,  0.0901176, -0.2375012,   320
         P08237,      16.67,  0.2785293,      15.00,  0.3216681,       0.00,  0.2195013,       3.85,  0.2077278,       2.31,  0.2481931,       5.51,  0.2083416,       2.56,  0.2107433,  0.1215118, -0.2050535,   780
         P00512,      12.54,  0.2603712,      15.67,  0.3349368,       0.00,  0.2191374,       4.08,  0.2439678,       1.57,  0.2700227,       7.21,  0.2002123,       2.82,  0.2182518,  0.1393789, -0.2077148,   319
         P00511,      22.69,  0.3083511,      12.95,  0.3207698,       0.64,  0.2226046,       4.23,  0.2163721,       3.33,  0.2608621,       5.13,  0.2081444,       2.69,  0.2190833,  0.0911913, -0.1982692,   780
         O34529,      31.03,  0.3492729,      19.12,  0.3429690,       5.64,  0.2411051,       4.08,  0.2174624,       0.63,  0.2433600,       9.72,  0.2361270,       2.19,  0.2315319,  0.0509777, -0.2117637,   319
         Q92871,      10.69,  0.2267491,      20.23,  0.3632546,      17.56,  0.2926934,       7.63,  0.2227168,       1.15,  0.2011260,       8.78,  0.1965121,       2.67,  0.2017264,  0.1726892, -0.1271123,   262
         P31353,      15.08,  0.2141435,      19.84,  0.3371581,       0.00,  0.2150991,      10.32,  0.2395345,       5.95,  0.2267761,       6.35,  0.2076278,       1.59,  0.2042067,  0.1799093, -0.0718128,   252
         O15305,      16.26,  0.2282304,       9.76,  0.3205090,       0.00,  0.2466840,       5.69,  0.2132935,       1.63,  0.1839288,       5.28,  0.1793246,       1.22,  0.1875478,  0.1663930, -0.1262423,   246
         Q39026,      24.30,  0.3085771,      15.95,  0.3383593,      11.65,  0.2584223,      10.89,  0.2012611,       8.86,  0.2201404,      10.89,  0.2224413,       9.87,  0.2582001,  0.0892869, -0.1360406,   395
         O15264,      20.00,  0.2668146,      30.68,  0.3858610,      21.64,  0.2866482,      11.78,  0.2220953,       9.32,  0.2107509,      17.26,  0.2525149,      12.60,  0.2707807,  0.1287563, -0.1357117,   365
         Q9Y6K1,      44.08,  0.4491953,      42.21,  0.5013770,      38.60,  0.4474035,      34.32,  0.3553619,      34.32,  0.4084675,      35.64,  0.3962547,      37.72,  0.4263436, -0.0502442, -0.0566532,   912
         Q8EVR5,      10.89,  0.1714359,      28.35,  0.3964542,      14.18,  0.2552186,       2.03,  0.1665036,       0.00,  0.1855852,       4.81,  0.2320466,       1.52,  0.1920043,  0.2219450, -0.0397610,   395
         P13864,      36.17,  0.3782730,      46.73,  0.5214599,      40.62,  0.4636067,      28.02,  0.3383299,      30.49,  0.4129634,      31.42,  0.3705316,      32.10,  0.4141938,  0.0205265, -0.0321125,  1620
         P05102,      19.57,  0.2453737,      15.90,  0.3215195,       0.00,  0.2099444,       3.06,  0.2038835,       1.22,  0.2042507,       4.89,  0.2042839,       0.92,  0.1965519,  0.1521952, -0.1549618,   327
         O14717,       8.18,  0.1962235,      15.35,  0.3225847,       8.44,  0.2592573,       3.07,  0.1692410,       0.77,  0.1700183,       5.88,  0.1728970,       0.77,  0.1718275,  0.2024689, -0.1945417,   391
         O06995,      34.51,  0.3760701,      17.26,  0.3637533,       0.00,  0.2937396,       4.42,  0.2129155,       1.77,  0.2269935,       7.96,  0.2532940,       1.77,  0.2388378,  0.0224240, -0.1679768,   226
         O06961,      15.67,  0.2633994,       8.96,  0.3003235,       0.00,  0.1714620,       2.49,  0.1552570,       1.24,  0.1676803,       4.98,  0.1862707,       1.00,  0.1788218,  0.1366878, -0.2494195,   402
         O06644,      17.06,  0.2422765,      15.42,  0.3332465,       1.40,  0.2293420,       7.24,  0.2677816,       3.97,  0.2903929,       6.54,  0.2008389,       1.64,  0.2224228,  0.1562333, -0.1375604,   428
         Q9I0H2,       6.78,  0.2113485,      25.42,  0.3658047,      14.41,  0.3107833,       8.47,  0.2419950,       0.00,  0.2220968,      22.88,  0.2732117,       4.24,  0.2190761,  0.1867595, -0.0481085,   118
         O02058,      19.29,  0.2249096,      30.00,  0.4385352,      10.00,  0.3497984,       9.29,  0.2778300,       8.57,  0.2926537,      13.57,  0.2856492,       3.57,  0.2532630,  0.1732426, -0.1114584,   140
         Q8K183,      33.33,  0.3367357,      25.96,  0.3649851,      24.04,  0.2773093,      13.14,  0.2525884,      10.26,  0.2645725,      15.38,  0.2631545,       8.65,  0.2470060,  0.0593965, -0.1707882,   312
         O00764,      32.37,  0.3232205,      22.44,  0.3437489,      20.83,  0.2625133,       7.05,  0.2337974,       4.17,  0.2495148,       9.29,  0.2295779,       2.56,  0.2299766,  0.0731785, -0.1769607,   312
         Q9H4B4,      39.94,  0.3941700,      38.08,  0.4442522,      29.41,  0.3936211,      19.66,  0.2764353,      20.90,  0.3067922,      24.15,  0.3193186,      24.77,  0.3557651,  0.0045352, -0.1513478,   646
         O97143,      18.21,  0.2663995,      30.82,  0.4054776,      14.82,  0.2832350,      15.21,  0.2747243,      13.78,  0.3086282,      11.05,  0.2482057,       4.42,  0.2505723,  0.1322445, -0.1398408,   769
         O00444,      25.57,  0.2967767,      50.41,  0.5197610,      41.55,  0.3785997,      31.86,  0.3335528,      34.85,  0.3805557,      32.16,  0.3762535,      33.61,  0.3809168,  0.1006910, -0.0742719,   970
         Q9ZLT0,       5.49,  0.1345942,       6.27,  0.2373403,       0.00,  0.1801944,       1.96,  0.0854149,       0.00,  0.0609849,       5.49,  0.1562596,       0.00,  0.1124324,  0.2612328, -0.2911058,   255
         Q9PM24,       4.00,  0.1046734,       8.80,  0.2601169,       0.00,  0.1617880,       2.40,  0.0843568,       0.00,  0.0622730,       5.20,  0.1502999,       0.00,  0.1102866,  0.2879426, -0.2644984,   250
         Q5NFN6,       6.42,  0.1402224,       6.04,  0.2351360,       0.00,  0.1447288,       2.64,  0.0757691,       0.00,  0.0560692,       6.79,  0.1541186,       0.75,  0.1102191,  0.2540445, -0.3273393,   265
         P9WPW9,      28.78,  0.3577751,       7.01,  0.2962716,       0.00,  0.1951464,       6.64,  0.2073948,       2.21,  0.2133201,       8.49,  0.2011492,       3.32,  0.2126517,  0.0427168, -0.2985048,   271
         Q9U8D3,       6.79,  0.1329390,      15.84,  0.3087494,      10.63,  0.2162336,       2.71,  0.1365438,       0.23,  0.1357244,       7.92,  0.1947775,       1.36,  0.1874946,  0.2613762, -0.1839064,   442
         Q9PMG4,      34.86,  0.3226970,      12.98,  0.3123161,       0.72,  0.2154542,       3.85,  0.1815885,       1.68,  0.2002974,       8.41,  0.2074352,       0.96,  0.2040558,  0.0763435, -0.1695672,   416
         Q8ZIV7,      43.98,  0.4005320,      16.20,  0.3140530,       0.00,  0.2152534,       6.71,  0.2275450,       6.48,  0.2516018,      12.04,  0.2336506,       2.55,  0.2378971, -0.0033083, -0.1894166,   432
         Q8RNM2,      30.16,  0.3373264,       7.42,  0.2887641,       0.00,  0.1764527,       3.94,  0.1869566,       0.46,  0.1989894,       6.73,  0.1958128,       0.46,  0.2013083,  0.0622854, -0.2153312,   431
         Q81JI9,      24.71,  0.3070110,      13.75,  0.3359897,       0.00,  0.2441442,       7.23,  0.2352868,       3.03,  0.2592282,       4.90,  0.2001493,       0.70,  0.2229442,  0.0901948, -0.1520337,   429
         Q5SLS1,      41.91,  0.4041008,      22.55,  0.3688450,      15.93,  0.2877215,       7.35,  0.2405675,       7.35,  0.2851743,      11.52,  0.2453828,       5.64,  0.2573451, -0.0045270, -0.1762360,   408
         Q2SWD3,      24.33,  0.3094980,       9.60,  0.3000161,       0.00,  0.1581311,       5.36,  0.2155959,       1.79,  0.2377909,       3.12,  0.1844641,       1.12,  0.2078941,  0.0890239, -0.2130388,   448
         P56137,      26.28,  0.2895476,      17.52,  0.3371584,       0.00,  0.2476663,       8.76,  0.2042200,       5.11,  0.2092606,       9.73,  0.2188709,       2.92,  0.2098429,  0.1070078, -0.1761982,   411
         P0A7D4,      27.55,  0.3459655,      10.42,  0.3205254,       0.00,  0.2051880,       3.70,  0.2228218,       2.08,  0.2521757,       8.56,  0.2174543,       1.62,  0.2264904,  0.0537519, -0.1785387,   432
         J9VI09,      17.91,  0.2509381,      11.86,  0.3021218,       3.02,  0.1648986,       2.56,  0.1686424,       0.00,  0.1786503,       3.72,  0.1684273,       1.40,  0.1781299,  0.1474868, -0.2426373,   430
         O75828,      24.91,  0.3464476,      23.10,  0.3738036,      19.13,  0.3393508,      13.00,  0.2651252,      13.36,  0.3005692,       9.03,  0.2429667,       2.53,  0.2548187,  0.0571506, -0.1542075,   277
         G5EGA6,      18.08,  0.2248237,       9.23,  0.2914968,       0.00,  0.1376126,       2.69,  0.1703881,       0.00,  0.1756894,       6.15,  0.1844968,       1.92,  0.1744825,  0.1705503, -0.2771538,   260
         E8MF13,      13.58,  0.2231530,       9.05,  0.2914503,       1.20,  0.1526463,       3.86,  0.2163199,       2.26,  0.2281069,       4.53,  0.1669885,       2.40,  0.1876697,  0.1749436, -0.0987629,   751
         Q9JHD1,      34.19,  0.3663326,      43.54,  0.4780334,      34.44,  0.4177313,      17.10,  0.2788638,      21.16,  0.3196937,      22.76,  0.3282247,      27.31,  0.3648132,  0.0320771, -0.0773537,   813
         Q92993,      39.38,  0.3902164,      42.50,  0.4790033,      30.41,  0.4268485,      30.21,  0.2902128,      28.85,  0.3303113,      37.62,  0.3771550,      32.94,  0.3822909,  0.0058595, -0.0703496,   513
         Q92831,      36.18,  0.3967969,      45.79,  0.4887237,      35.94,  0.4146816,      15.14,  0.2659683,      18.75,  0.3047950,      26.80,  0.3394981,      29.09,  0.3684104,  0.0022450, -0.0963307,   832
         Q92830,      43.37,  0.4304599,      42.29,  0.4787103,      35.72,  0.4185042,      19.71,  0.2764061,      21.03,  0.3272183,      28.32,  0.3549117,      27.84,  0.3810349, -0.0297533, -0.1120203,   837
         O95251,      47.63,  0.4555174,      57.61,  0.5944684,      51.39,  0.4727066,      42.72,  0.3734819,      48.77,  0.4567515,      48.94,  0.4987757,      46.48,  0.4752835, -0.0589547,  0.0471823,   611
         D6XIY7,      30.04,  0.3158377,      26.82,  0.3755059,      15.02,  0.2981384,      16.09,  0.2137605,      13.95,  0.2452134,      20.60,  0.2829901,      20.17,  0.2885745,  0.0805709, -0.1336544,   466
         P24723,      16.54,  0.2316022,      18.89,  0.3049449,      14.49,  0.3057482,       9.37,  0.1890614,       5.71,  0.1887087,      11.13,  0.2089485,      13.62,  0.2381691,  0.1643223, -0.1710485,   683
         P09217,      25.84,  0.3262965,      25.68,  0.3692705,      23.65,  0.3646625,      15.54,  0.2503676,       6.93,  0.2457349,      16.39,  0.2701268,      17.74,  0.3044099,  0.0738000, -0.0950070,   592
         Q9HVA2,      16.57,  0.2677668,       9.47,  0.3165107,       0.00,  0.1838368,       2.66,  0.1920956,       0.00,  0.1993930,       4.73,  0.1971569,       0.30,  0.1954872,  0.1326952, -0.2108797,   338
         Q57179,      37.28,  0.3894694,      14.20,  0.3312803,       6.21,  0.2390228,       2.66,  0.2311525,       3.25,  0.2456459,       4.44,  0.2261579,       1.18,  0.2372844,  0.0100621, -0.1784381,   338
         Q2YUF3,      15.57,  0.2693298,      22.75,  0.3656913,      10.18,  0.2647573,       4.49,  0.2499566,       0.90,  0.2530705,       7.78,  0.2190826,       8.08,  0.2703149,  0.1299342, -0.1278745,   334
         Q04M32,      27.94,  0.3021030,      13.24,  0.3152285,       0.00,  0.2108824,       3.53,  0.2113062,       0.00,  0.2067584,       6.18,  0.2089135,       1.76,  0.2073850,  0.0961838, -0.1417023,   340
         P05793,      23.01,  0.3185106,       6.92,  0.3184189,       0.00,  0.2072408,       2.24,  0.2199190,       1.63,  0.2331488,       3.05,  0.1826201,       0.20,  0.2121029,  0.0811397, -0.1715426,   491
         D0WGK0,      26.61,  0.2981101,      13.16,  0.3274869,       0.88,  0.2297497,       5.26,  0.2329859,       2.92,  0.2407367,       5.85,  0.2101985,       2.63,  0.2182530,  0.0991343, -0.1259177,   342
         Q9H4Y5,      18.52,  0.2163957,       9.88,  0.2417095,       7.82,  0.2381233,       8.64,  0.1316177,       5.76,  0.1092250,       9.88,  0.1788867,       7.41,  0.1463059,  0.1769771, -0.2065867,   243
         Q9FRL8,       7.98,  0.1577602,      22.07,  0.3624972,       0.94,  0.2831001,       2.82,  0.2007859,       0.00,  0.2064081,       3.76,  0.1900673,       0.47,  0.1862532,  0.2374797, -0.2053738,   213
         Q51948,      12.81,  0.1896991,       7.39,  0.2603510,       0.00,  0.0657322,       2.96,  0.1135719,       0.00,  0.0921144,      10.34,  0.2168292,       1.48,  0.1454276,  0.2089938, -0.2137923,   203
         P78417,      12.45,  0.1961709,      21.99,  0.3676351,      12.03,  0.3428552,       9.13,  0.2150233,       6.22,  0.1900413,      12.86,  0.2186422,       9.96,  0.2550614,  0.1991865, -0.1425114,   241
         Q9WYG7,      36.82,  0.3715584,      13.43,  0.3188496,       5.97,  0.2310243,       5.97,  0.1702484,       0.00,  0.1518746,      13.43,  0.2399253,       4.98,  0.2087427,  0.0279814, -0.2130692,   201
         Q9PIC1,       6.81,  0.1944697,      11.11,  0.3104372,       0.00,  0.2341260,       1.08,  0.1653516,       0.72,  0.1753194,       2.51,  0.1641468,       0.00,  0.1682875,  0.2047748, -0.1389932,   279
         Q827Q5,      42.14,  0.4244052,      11.79,  0.3723740,       4.29,  0.2936772,       6.79,  0.2196475,       2.86,  0.2436783,      10.36,  0.2487492,       2.14,  0.2514758, -0.0230074, -0.2771837,   280
         P11172,      30.00,  0.3341663,      10.83,  0.3042713,       7.29,  0.2444579,       2.08,  0.1634690,       1.25,  0.1653126,       2.50,  0.1943072,       0.21,  0.1935877,  0.0630343, -0.2838474,   480
         P08244,      36.73,  0.3610484,      15.51,  0.3414993,       1.63,  0.2453124,      13.06,  0.2172477,       5.31,  0.2280114,      11.02,  0.2533646,       8.16,  0.2335285,  0.0404365, -0.2675481,   245
         C7RH50,       6.27,  0.1540704,      11.85,  0.3297889,       0.00,  0.2081941,       2.79,  0.1612714,       0.00,  0.1435689,       6.97,  0.1749619,       0.35,  0.1606102,  0.2443838, -0.1193200,   287
         C5YH12,      16.02,  0.2115387,       8.01,  0.3172233,       4.42,  0.1963742,       1.93,  0.1676497,       0.00,  0.1805795,       4.97,  0.2021447,       1.93,  0.1798560,  0.1852730, -0.2247209,   362
         Q9WYT0,      15.45,  0.2160909,      16.82,  0.2886204,       5.00,  0.1847927,       2.73,  0.1149550,       0.00,  0.0945467,       7.73,  0.2109235,       0.00,  0.1541894,  0.1780152, -0.1835617,   220
         Q5UVJ4,      16.83,  0.2715472,      25.96,  0.3849956,      12.50,  0.3144335,       3.37,  0.1548380,       0.00,  0.1680283,       4.81,  0.2381081,       0.00,  0.2029196,  0.1291079, -0.1385661,   208
         O26061,      18.27,  0.2518879,      25.48,  0.3750944,      12.98,  0.2858890,       3.37,  0.1505019,       0.00,  0.1573162,       4.33,  0.2332657,       0.00,  0.1946777,  0.1483388, -0.1384195,   208
         C1IC19,      31.52,  0.3627817,      35.02,  0.3928980,      18.68,  0.3017206,       7.00,  0.2656144,       3.89,  0.2878860,       8.17,  0.2596079,       3.89,  0.2614647,  0.0381939, -0.1578529,   257
         Q16769,      26.87,  0.3002355,      19.67,  0.3464977,       0.00,  0.1927106,       5.54,  0.2056876,       3.60,  0.1928518,      16.07,  0.2727471,       6.09,  0.2196698,  0.0983187, -0.1706893,   361
         B7QK46,      12.75,  0.1918434,      17.85,  0.3159536,       0.00,  0.2086847,       0.28,  0.1587575,       0.00,  0.1771033,       1.70,  0.1797020,       0.00,  0.1705600,  0.2070457, -0.1463500,   353
         Q9CKB0,       7.17,  0.1906327,      12.63,  0.2876858,       6.83,  0.1720423,       1.71,  0.1085936,       0.00,  0.0940121,       8.87,  0.1822115,       0.34,  0.1438559,  0.2038996, -0.2316020,   293
         Q9BXD5,      24.69,  0.2720761,      20.31,  0.3242579,      10.62,  0.2197842,       4.38,  0.1511428,       0.31,  0.1299140,      10.94,  0.2158968,       3.75,  0.1822146,  0.1226176, -0.2584963,   320
         Q8RDN6,      14.14,  0.2019201,      12.07,  0.2825931,       6.90,  0.1785606,       3.45,  0.1177069,       0.00,  0.0978117,       9.66,  0.1819524,       0.00,  0.1469973,  0.1948805, -0.2141774,   290
         Q2FJU9,      19.45,  0.2864573,       6.48,  0.2936858,       2.05,  0.2233275,       3.75,  0.1776246,       1.02,  0.1588513,       5.80,  0.1716428,       1.02,  0.1813770,  0.1098722, -0.1541215,   293
         P44539,       8.19,  0.2019219,      12.97,  0.2891238,       6.48,  0.1739702,       3.07,  0.1246047,       0.34,  0.1151531,      10.24,  0.1886081,       0.68,  0.1532352,  0.1919542, -0.2236966,   293
         D5Q364,      17.22,  0.2330012,      13.25,  0.2919516,       5.63,  0.2030849,       4.64,  0.1382765,       0.99,  0.1321505,       7.95,  0.1825420,       2.65,  0.1629869,  0.1653121, -0.1816978,   302
         B7M0T7,      11.11,  0.1933856,       6.40,  0.2929932,       4.71,  0.1723390,       3.37,  0.1438748,       0.00,  0.1385817,       6.73,  0.1920011,       1.35,  0.1601394,  0.2038571, -0.2361229,   297
         Q81XR2,      32.99,  0.3707249,       7.29,  0.2957158,       0.00,  0.2040887,       2.43,  0.1862051,       0.00,  0.2215313,       7.64,  0.2195812,       1.74,  0.2156264,  0.0290413, -0.1920843,   288
         P44859,      15.33,  0.2376742,       8.76,  0.2762711,       0.00,  0.1634547,       2.55,  0.1823763,       0.00,  0.2076094,       4.74,  0.1767779,       1.46,  0.1801181,  0.1611440, -0.2010264,   274
         B7MH73,      31.39,  0.3446085,       6.57,  0.2954043,       0.00,  0.2013557,       2.55,  0.1943098,       0.36,  0.2234255,       5.84,  0.2052213,       1.82,  0.2104948,  0.0540272, -0.2131289,   274
         B7GY71,      17.08,  0.2692640,       5.34,  0.2782864,       0.00,  0.1687967,       2.14,  0.2015530,       0.00,  0.2342859,       5.34,  0.1632572,       0.00,  0.1911079,  0.1325041, -0.1834418,   281
         Q9X0G6,      23.57,  0.3183306,      36.79,  0.4175456,      33.21,  0.4219546,       4.29,  0.2405629,       1.07,  0.2456117,       8.57,  0.2536530,       8.21,  0.3162764,  0.0807427, -0.0981128,   280
         Q8ZBK7,      22.18,  0.3159760,       7.04,  0.2835219,       0.00,  0.1535054,       1.41,  0.1707235,       0.35,  0.1841159,       7.39,  0.2002700,       0.00,  0.1924345,  0.0836651, -0.2213269,   284
         Q2T095,      24.37,  0.3255804,      24.37,  0.3778503,      21.86,  0.3420051,       8.60,  0.2665365,       7.53,  0.2803008,       6.45,  0.2332891,       2.87,  0.2472596,  0.0739505, -0.1652309,   279
         B4RKE7,      25.48,  0.3280891,      11.20,  0.3297326,      13.90,  0.2608540,       4.63,  0.2032212,       1.54,  0.2173519,       7.72,  0.2116649,       2.32,  0.2150100,  0.0670553, -0.1843590,   259
         Q9Y6M4,      31.54,  0.3271660,      40.94,  0.4556424,      34.23,  0.3893014,      29.31,  0.3314684,      27.96,  0.3604467,      34.45,  0.3595692,      33.78,  0.3705991,  0.0709327, -0.0010769,   447
         Q9WUN2,      17.28,  0.2751200,      18.93,  0.3478639,       8.78,  0.2589125,       3.16,  0.2033113,       0.14,  0.2164983,       3.43,  0.1986214,       0.69,  0.2069027,  0.1237536, -0.1383968,   729
         Q9UQB9,      21.36,  0.2974999,      23.62,  0.3663819,      11.65,  0.3013006,      14.89,  0.2030789,       7.77,  0.2079211,      16.83,  0.2529444,      13.27,  0.2715210,  0.1021180, -0.1331071,   309
         Q9UKE5,      51.62,  0.5102181,      60.81,  0.6272095,      56.99,  0.5278270,      44.12,  0.3998944,      51.32,  0.4906268,      56.99,  0.5255108,      57.21,  0.5135477, -0.1098457, -0.0040542,  1360
         Q9UHD2,      13.99,  0.2437515,      19.62,  0.3348985,      10.84,  0.2577470,       4.12,  0.1985280,       0.41,  0.2061368,       3.16,  0.1859386,       0.55,  0.1948756,  0.1537261, -0.1443412,   729
         Q9QZ05,      28.16,  0.3408939,      36.41,  0.4322600,      32.89,  0.3859538,      19.11,  0.2600814,      20.87,  0.3017897,      19.36,  0.2896792,      23.30,  0.3351099,  0.0570836, -0.1143735,  1648
         Q9P2K8,      28.74,  0.3382042,      35.05,  0.4348274,      32.87,  0.3884901,      20.19,  0.2642263,      21.35,  0.3093709,      21.16,  0.2997052,      24.14,  0.3391373,  0.0602787, -0.1072550,  1649
         Q9NWZ3,      18.48,  0.2626758,      33.48,  0.4223631,      26.74,  0.3483461,      11.96,  0.2551476,      10.87,  0.2908508,      14.13,  0.2674375,      18.70,  0.3078035,  0.1351991, -0.1239494,   460
         Q9NJU9,      21.00,  0.2378706,      29.36,  0.4102090,      27.76,  0.3575567,       3.02,  0.1698527,       1.42,  0.1639293,      20.11,  0.2794771,      20.46,  0.2698160,  0.1580378, -0.0547794,   562
         Q9JIH7,      74.74,  0.7036639,      83.58,  0.7765658,      83.30,  0.7228520,      53.29,  0.4921154,      72.58,  0.6218028,      76.29,  0.6815549,      78.88,  0.6664259, -0.2989517, -0.1024393,  2126
         Q9H4A3,      75.61,  0.7133867,      84.26,  0.7729534,      84.80,  0.7215158,      47.69,  0.4701625,      67.00,  0.5956848,      74.94,  0.6652355,      78.25,  0.6564895, -0.3088292, -0.1298158,  2382
         Q9H2X6,      50.75,  0.5052730,      55.84,  0.5522030,      39.32,  0.4341440,      24.71,  0.3564138,      40.32,  0.4351059,      35.98,  0.4220303,      43.91,  0.4508617, -0.1056013, -0.1357388,  1198
         Q9H2G2,      60.40,  0.5569985,      80.00,  0.7656896,      76.60,  0.6845205,      40.32,  0.4269240,      61.38,  0.5340900,      74.49,  0.6435962,      76.11,  0.6019697, -0.1568080,  0.0878468,  1235
         Q9GT24,      38.53,  0.4174519,      46.60,  0.5180978,      40.93,  0.4457327,      28.75,  0.3422941,      36.40,  0.4204282,      37.25,  0.4108098,      38.81,  0.4258023, -0.0157589, -0.0489615,   706
         Q9BYP7,      55.11,  0.5325688,      72.44,  0.6499173,      63.83,  0.5942087,      32.39,  0.4071344,      49.61,  0.4947102,      46.56,  0.4834949,      55.00,  0.5270054, -0.1308130, -0.0643560,  1800
         Q9BVS4,      46.56,  0.4650697,      49.46,  0.5169560,      41.12,  0.4594999,      27.17,  0.3256955,      35.51,  0.3632507,      38.59,  0.4012852,      43.12,  0.4219595, -0.0652901, -0.0226464,   552
         Q9BRS2,      45.07,  0.4931926,      55.28,  0.5628268,      49.82,  0.5130716,      32.92,  0.3836517,      39.08,  0.4376585,      39.61,  0.4428333,      43.31,  0.4722055, -0.0914229,  0.0278922,   568
         Q99986,      27.78,  0.3203866,      29.80,  0.4216937,      19.95,  0.3274402,      11.11,  0.2525129,      14.14,  0.2882624,      15.66,  0.2672380,      16.41,  0.3129223,  0.0768789, -0.0182864,   396
         Q96PY6,      55.96,  0.5336782,      68.76,  0.6475316,      65.90,  0.6301314,      36.01,  0.4079320,      55.56,  0.4963329,      50.48,  0.5142008,      58.03,  0.5383012, -0.1330809,  0.0115896,  1258
